Date,Text
12/03/2020,"Monetary policy decisions At today’s meeting the Governing Council decided on a comprehensive package of monetary policy measures: (1) Additional longer-term refinancing operations (LTROs) will be conducted, temporarily, to provide immediate liquidity support to the euro area financial system. Although the Governing Council does not see material signs of strains in money markets or liquidity shortages in the banking system, these operations will provide an effective backstop in case of need. They will be carried out through a fixed rate tender procedure with full allotment, with an interest rate that is equal to the average rate on the deposit facility. The LTROs will provide liquidity at favourable terms to bridge the period until the TLTRO III operation in June 2020. (2) In TLTRO III, considerably more favourable terms will be applied during the period from June 2020 to June 2021 to all TLTRO III operations outstanding during that same time. These operations will support bank lending to those affected most by the spread of the coronavirus, in particular small and medium-sized enterprises. Throughout this period, the interest rate on these TLTRO III operations will be 25 basis points below the average rate applied in the Eurosystem’s main refinancing operations. For counterparties that maintain their levels of credit provision, the rate applied in these operations will be lower, and, over the period ending in June 2021, can be as low as 25 basis points below the average interest rate on the deposit facility. Moreover, the maximum total amount that counterparties will henceforth be entitled to borrow in TLTRO III operations is raised to 50% of their stock of eligible loans as at 28 February 2019. In this context, the Governing Council will mandate the Eurosystem committees to investigate collateral easing measures to ensure that counterparties continue to be able to make full use of the funding support. (3) A temporary envelope of additional net asset purchases of €120 billion will be added until the end of the year, ensuring a strong contribution from the private sector purchase programmes. In combination with the existing asset purchase programme (APP), this will support favourable financing conditions for the real economy in times of heightened uncertainty. The Governing Council continues to expect net asset purchases to run for as long as necessary to reinforce the accommodative impact of its policy rates, and to end shortly before it starts raising the key ECB interest rates. (4) The interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.50% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% within its projection horizon, and such convergence has been consistently reflected in underlying inflation dynamics. (5) Reinvestments of the principal payments from maturing securities purchased under the APP will continue, in full, for an extended period of time past the date when the Governing Council starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. Further details on the precise terms of the new operations will be published in dedicated press releases this afternoon at 15:30 CET. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
23/01/2020,"Monetary policy decisions At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.50% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% within its projection horizon, and such convergence has been consistently reflected in underlying inflation dynamics. The Governing Council will continue to make net purchases under its asset purchase programme (APP) at a monthly pace of €20 billion. The Governing Council expects them to run for as long as necessary to reinforce the accommodative impact of its policy rates, and to end shortly before it starts raising the key ECB interest rates. The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the APP for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The Governing Council also decided to launch a review of the ECB’s monetary policy strategy. Further details about the scope and timetable of the review will be published in a press release today at 15:30 CET. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today. Related topics Strategy review Monetary policy Policies Disclaimer Please note that related topic tags are currently available for selected content only."
12/12/2019,"Monetary policy decisions At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.50% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% within its projection horizon, and such convergence has been consistently reflected in underlying inflation dynamics. On 1 November net purchases were restarted under the Governing Council’s asset purchase programme (APP) at a monthly pace of €20 billion. The Governing Council expects them to run for as long as necessary to reinforce the accommodative impact of its policy rates, and to end shortly before it starts raising the key ECB interest rates. The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the APP for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
24/10/2019,"Monetary policy decisions At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.50% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% within its projection horizon, and such convergence has been consistently reflected in underlying inflation dynamics. As decided at the last Governing Council meeting in September, net purchases will be restarted under the Governing Council’s asset purchase programme (APP) at a monthly pace of €20 billion as from 1 November. The Governing Council expects them to run for as long as necessary to reinforce the accommodative impact of its policy rates, and to end shortly before it starts raising the key ECB interest rates. The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the APP for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
12/09/2019,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: (1) The interest rate on the deposit facility will be decreased by 10 basis points to -0.50%. The interest rate on the main refinancing operations and the rate on the marginal lending facility will remain unchanged at their current levels of 0.00% and 0.25% respectively. The Governing Council now expects the key ECB interest rates to remain at their present or lower levels until it has seen the inflation outlook robustly converge to a level sufficiently close to, but below, 2% within its projection horizon, and such convergence has been consistently reflected in underlying inflation dynamics. (2) Net purchases will be restarted under the Governing Council’s asset purchase programme (APP) at a monthly pace of €20 billion as from 1 November. The Governing Council expects them to run for as long as necessary to reinforce the accommodative impact of its policy rates, and to end shortly before it starts raising the key ECB interest rates. (3) Reinvestments of the principal payments from maturing securities purchased under the APP will continue, in full, for an extended period of time past the date when the Governing Council starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. (4) The modalities of the new series of quarterly targeted longer-term refinancing operations (TLTRO III) will be changed to preserve favourable bank lending conditions, ensure the smooth transmission of monetary policy and further support the accommodative stance of monetary policy. The interest rate in each operation will now be set at the level of the average rate applied in the Eurosystem’s main refinancing operations over the life of the respective TLTRO. For banks whose eligible net lending exceeds a benchmark, the rate applied in TLTRO III operations will be lower, and can be as low as the average interest rate on the deposit facility prevailing over the life of the operation. The maturity of the operations will be extended from two to three years. (5) In order to support the bank-based transmission of monetary policy, a two-tier system for reserve remuneration will be introduced, in which part of banks’ holdings of excess liquidity will be exempt from the negative deposit facility rate. Separate press releases with further details of the measures taken by the Governing Council will be published this afternoon at 15:30 CET. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
25/07/2019,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present or lower levels at least through the first half of 2020, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to its aim over the medium term. The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The Governing Council also underlined the need for a highly accommodative stance of monetary policy for a prolonged period of time, as inflation rates, both realised and projected, have been persistently below levels that are in line with its aim. Accordingly, if the medium-term inflation outlook continues to fall short of its aim, the Governing Council is determined to act, in line with its commitment to symmetry in the inflation aim. It therefore stands ready to adjust all of its instruments, as appropriate, to ensure that inflation moves towards its aim in a sustained manner. In this context, the Governing Council has tasked the relevant Eurosystem Committees with examining options, including ways to reinforce its forward guidance on policy rates, mitigating measures, such as the design of a tiered system for reserve remuneration, and options for the size and composition of potential new net asset purchases. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
06/06/2019,"At today’s meeting, which was held in Vilnius, the Governing Council of the European Central Bank (ECB) took the following monetary policy decisions: (1) The interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council now expects the key ECB interest rates to remain at their present levels at least through the first half of 2020, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. (2) The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. (3) Regarding the modalities of the new series of quarterly targeted longer-term refinancing operations (TLTRO III), the Governing Council decided that the interest rate in each operation will be set at a level that is 10 basis points above the average rate applied in the Eurosystem’s main refinancing operations over the life of the respective TLTRO. For banks whose eligible net lending exceeds a benchmark, the rate applied in TLTRO III will be lower and can be as low as the average interest rate on the deposit facility prevailing over the life of the operation plus 10 basis points. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
10/04/2019,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the end of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
07/03/2019,"At today’s meeting the Governing Council of the European Central Bank (ECB) took the following monetary policy decisions: (1) The interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council now expects the key ECB interest rates to remain at their present levels at least through the end of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. (2) The Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. (3) A new series of quarterly targeted longer-term refinancing operations (TLTRO-III) will be launched, starting in September 2019 and ending in March 2021, each with a maturity of two years. These new operations will help to preserve favourable bank lending conditions and the smooth transmission of monetary policy. Under TLTRO-III, counterparties will be entitled to borrow up to 30% of the stock of eligible loans as at 28 February 2019 at a rate indexed to the interest rate on the main refinancing operations over the life of each operation. Like the outstanding TLTRO programme, TLTRO-III will feature built-in incentives for credit conditions to remain favourable. Further details on the precise terms of TLTRO-III will be communicated in due course. (4) The Eurosystem’s lending operations will continue to be conducted as fixed rate tender procedures with full allotment for as long as necessary, and at least until the end of the reserve maintenance period starting in March 2021. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
24/01/2019,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. Regarding non-standard monetary policy measures, the Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
13/12/2018,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. Regarding non-standard monetary policy measures, the net purchases under the asset purchase programme (APP) will end in December 2018. At the same time, the Governing Council is enhancing its forward guidance on reinvestment. Accordingly, the Governing Council intends to continue reinvesting, in full, the principal payments from maturing securities purchased under the APP for an extended period of time past the date when it starts raising the key ECB interest rates, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
25/10/2018,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. Regarding non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the new monthly pace of €15 billion until the end of December 2018. The Governing Council anticipates that, subject to incoming data confirming the medium-term inflation outlook, net purchases will then end. The Governing Council intends to reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
13/09/2018,"At today’s meeting the Governing Council of the European Central Bank (ECB) decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. Regarding non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the current monthly pace of €30 billion until the end of this month. After September 2018, the Governing Council will reduce the monthly pace of the net asset purchases to €15 billion until the end of December 2018 and anticipates that, subject to incoming data confirming the medium-term inflation outlook, net purchases will then end. The Governing Council intends to reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
26/07/2018,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019, and in any case for as long as necessary to ensure the continued sustained convergence of inflation to levels that are below, but close to, 2% over the medium term. Regarding non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the current monthly pace of €30 billion until the end of September 2018. The Governing Council anticipates that, after September 2018, subject to incoming data confirming the Governing Council’s medium-term inflation outlook, the monthly pace of the net asset purchases will be reduced to €15 billion until the end of December 2018 and that net purchases will then end. The Governing Council intends to reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
14/06/2018,"At today’s meeting, which was held in Riga, the Governing Council of the ECB undertook a careful review of the progress towards a sustained adjustment in the path of inflation, also taking into account the latest Eurosystem staff macroeconomic projections, measures of price and wage pressures, and uncertainties surrounding the inflation outlook. Based on this review the Governing Council made the following decisions: First, as regards non-standard monetary policy measures, the Governing Council will continue to make net purchases under the asset purchase programme (APP) at the current monthly pace of €30 billion until the end of September 2018. The Governing Council anticipates that, after September 2018, subject to incoming data confirming the Governing Council’s medium-term inflation outlook, the monthly pace of the net asset purchases will be reduced to €15 billion until the end of December 2018 and that net purchases will then end. Second, the Governing Council intends to maintain its policy of reinvesting the principal payments from maturing securities purchased under the APP for an extended period of time after the end of the net asset purchases, and in any case for as long as necessary to maintain favourable liquidity conditions and an ample degree of monetary accommodation. Third, the Governing Council decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels at least through the summer of 2019 and in any case for as long as necessary to ensure that the evolution of inflation remains aligned with the current expectations of a sustained adjustment path. Today’s monetary policy decisions maintain the current ample degree of monetary accommodation that will ensure the continued sustained convergence of inflation towards levels that are below, but close to, 2% over the medium term. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
26/04/2018,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
08/03/2018,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The Eurosystem will reinvest the principal payments from maturing securities purchased under the asset purchase programme for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
25/01/2018,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the new monthly pace of €30 billion, are intended to run until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the asset purchase programme (APP) in terms of size and/or duration. The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
14/12/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that from January 2018 it intends to continue to make net asset purchases under the asset purchase programme (APP), at a monthly pace of €30 billion, until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the APP in terms of size and/or duration. The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
26/10/2017,"At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: (1) The interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. (2) As regards non-standard monetary policy measures, purchases under the asset purchase programme (APP) will continue at the current monthly pace of €60 billion until the end of December 2017. From January 2018 the net asset purchases are intended to continue at a monthly pace of €30 billion until the end of September 2018, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the APP in terms of size and/or duration. (3) The Eurosystem will reinvest the principal payments from maturing securities purchased under the APP for an extended period of time after the end of its net asset purchases, and in any case for as long as necessary. This will contribute both to favourable liquidity conditions and to an appropriate monetary policy stance. (4) The main refinancing operations and the three-month longer-term refinancing operations will continue to be conducted as fixed rate tender procedures with full allotment for as long as necessary, and at least until the end of the last reserve maintenance period of 2019. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
07/09/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases are made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
20/07/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases are made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
08/06/2017,"At today’s meeting, which was held in Tallinn, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council expects the key ECB interest rates to remain at their present levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the current monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
27/04/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that the net asset purchases, at the new monthly pace of €60 billion, are intended to run until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the asset purchase programme. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
09/03/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that it will continue to make purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of this month and that, from April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
19/01/2017,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council confirms that it will continue to make purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of March 2017 and that, from April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP. If the outlook becomes less favourable, or if financial conditions become inconsistent with further progress towards a sustained adjustment in the path of inflation, the Governing Council stands ready to increase the programme in terms of size and/or duration. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
08/12/2016,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 0.00%, 0.25% and -0.40% respectively. The Governing Council continues to expect the key ECB interest rates to remain at present or lower levels for an extended period of time, and well past the horizon of the net asset purchases. Regarding non-standard monetary policy measures, the Governing Council decided to continue its purchases under the asset purchase programme (APP) at the current monthly pace of €80 billion until the end of March 2017. From April 2017, the net asset purchases are intended to continue at a monthly pace of €60 billion until the end of December 2017, or beyond, if necessary, and in any case until the Governing Council sees a sustained adjustment in the path of inflation consistent with its inflation aim. If, in the meantime, the outlook becomes less favourable or if financial conditions become inconsistent with further progress towards a sustained adjustment of the path of inflation, the Governing Council intends to increase the programme in terms of size and/or duration. The net purchases will be made alongside reinvestments of the principal payments from maturing securities purchased under the APP. To ensure the continued smooth implementation of the Eurosystem’s asset purchases, the Governing Council decided to change some of the parameters of the APP, which will be communicated at today’s press conference and in a separate press release. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 14:30 CET today."
